C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
N307,R359,00-00-01,EMG,IND,12/30/2022,19:00:00,REGULAR,1619894,528714
N307,R359,00-00-01,EMG,IND,12/30/2022,23:00:00,REGULAR,1619894,528714
N307,R359,00-00-02,EMG,IND,12/30/2022,03:00:00,REGULAR,1617993,311592
N307,R359,00-00-02,EMG,IND,12/30/2022,07:00:00,REGULAR,1617993,311592
N307,R359,00-00-02,EMG,IND,12/30/2022,11:00:00,REGULAR,1617993,311592
N307,R359,00-00-02,EMG,IND,12/30/2022,15:00:00,REGULAR,1617993,311592
N307,R359,00-00-02,EMG,IND,12/30/2022,19:00:00,REGULAR,1617993,311592
N307,R359,00-00-02,EMG,IND,12/30/2022,23:00:00,REGULAR,1617993,311592
N307,R359,00-00-03,EMG,IND,12/30/2022,03:00:00,REGULAR,2896515,167371
N307,R359,00-00-03,EMG,IND,12/30/2022,07:00:00,REGULAR,2896517,167374
N307,R359,00-00-03,EMG,IND,12/30/2022,11:00:00,REGULAR,2896542,167378
N307,R359,00-00-03,EMG,IND,12/30/2022,15:00:00,REGULAR,2896573,167383
N307,R359,00-00-03,EMG,IND,12/30/2022,19:00:00,REGULAR,2896621,167388
N307,R359,00-00-03,EMG,IND,12/30/2022,23:00:00,REGULAR,2896632,167394
N307,R359,00-03-00,EMG,IND,12/30/2022,03:00:00,REGULAR,171134,186303
N307,R359,00-03-00,EMG,IND,12/30/2022,07:00:00,REGULAR,171134,186316
N307,R359,00-03-00,EMG,IND,12/30/2022,11:00:00,REGULAR,171134,186333
N307,R359,00-03-00,EMG,IND,12/30/2022,15:00:00,REGULAR,171134,186363
N307,R359,00-03-00,EMG,IND,12/30/2022,19:00:00,REGULAR,171135,186389
N307,R359,00-03-00,EMG,IND,12/30/2022,23:00:00,REGULAR,171135,186409
N307,R359,00-03-01,EMG,IND,12/30/2022,03:00:00,REGULAR,84971,87284
N307,R359,00-03-01,EMG,IND,12/30/2022,07:00:00,REGULAR,84971,87288
N307,R359,00-03-01,EMG,IND,12/30/2022,11:00:00,REGULAR,84971,87289
N307,R359,00-03-01,EMG,IND,12/30/2022,15:00:00,REGULAR,84971,87292
N307,R359,00-03-01,EMG,IND,12/30/2022,19:00:00,REGULAR,84971,87294
N307,R359,00-03-01,EMG,IND,12/30/2022,23:00:00,REGULAR,84971,87296
N307,R359,00-03-02,EMG,IND,12/30/2022,03:00:00,REGULAR,71977,56371
N307,R359,00-03-02,EMG,IND,12/30/2022,07:00:00,REGULAR,71977,56372
N307,R359,00-03-02,EMG,IND,12/30/2022,11:00:00,REGULAR,71977,56372
N307,R359,00-03-02,EMG,IND,12/30/2022,15:00:00,REGULAR,71977,56372
N307,R359,00-03-02,EMG,IND,12/30/2022,19:00:00,REGULAR,71977,56372
N307,R359,00-03-02,EMG,IND,12/30/2022,23:00:00,REGULAR,71977,56372
N307,R359,00-03-03,EMG,IND,12/30/2022,03:00:00,REGULAR,30277,24312
N307,R359,00-03-03,EMG,IND,12/30/2022,07:00:00,REGULAR,30278,24316
N307,R359,00-03-03,EMG,IND,12/30/2022,11:00:00,REGULAR,30278,24316
N307,R359,00-03-03,EMG,IND,12/30/2022,15:00:00,REGULAR,30278,24317
N307,R359,00-03-03,EMG,IND,12/30/2022,19:00:00,REGULAR,30278,24318
N307,R359,00-03-03,EMG,IND,12/30/2022,23:00:00,REGULAR,30278,24319
N307,R359,00-05-00,EMG,IND,12/30/2022,03:00:00,REGULAR,3182,0
N307,R359,00-05-00,EMG,IND,12/30/2022,07:00:00,REGULAR,3182,0
N307,R359,00-05-00,EMG,IND,12/30/2022,11:00:00,REGULAR,3182,0
N307,R359,00-05-00,EMG,IND,12/30/2022,15:00:00,REGULAR,3182,0
N307,R359,00-05-00,EMG,IND,12/30/2022,19:00:00,REGULAR,3182,0
N307,R359,00-05-00,EMG,IND,12/30/2022,23:00:00,REGULAR,3182,0
N307,R359,00-05-01,EMG,IND,12/30/2022,03:00:00,REGULAR,1,334
N307,R359,00-05-01,EMG,IND,12/30/2022,07:00:00,REGULAR,1,334
N307,R359,00-05-01,EMG,IND,12/30/2022,11:00:00,REGULAR,1,334
N307,R359,00-05-01,EMG,IND,12/30/2022,15:00:00,REGULAR,1,334
N307,R359,00-05-01,EMG,IND,12/30/2022,19:00:00,REGULAR,1,334
N307,R359,00-05-01,EMG,IND,12/30/2022,23:00:00,REGULAR,1,334
N309A,R140,00-00-00,EMR,IND,12/30/2022,00:00:00,REGULAR,6536124,6225408
N309A,R140,00-00-00,EMR,IND,12/30/2022,04:00:00,REGULAR,6536124,6225409
N309A,R140,00-00-00,EMR,IND,12/30/2022,08:00:00,REGULAR,6536149,6225511
N309A,R140,00-00-00,EMR,IND,12/30/2022,12:00:00,REGULAR,6536205,6225667
N309A,R140,00-00-00,EMR,IND,12/30/2022,16:00:00,REGULAR,6536320,6225786
N309A,R140,00-00-00,EMR,IND,12/30/2022,20:00:00,REGULAR,6536382,6225902
N309A,R140,00-00-01,EMR,IND,12/30/2022,00:00:00,REGULAR,3428958,2169990
N309A,R140,00-00-01,EMR,IND,12/30/2022,04:00:00,REGULAR,3428958,2169992
N309A,R140,00-00-01,EMR,IND,12/30/2022,08:00:00,REGULAR,3428969,2170015
N309A,R140,00-00-01,EMR,IND,12/30/2022,12:00:00,REGULAR,3429008,2170047
N309A,R140,00-00-01,EMR,IND,12/30/2022,16:00:00,REGULAR,3429083,2170086
N309A,R140,00-00-01,EMR,IND,12/30/2022,20:00:00,REGULAR,3429127,2170136
N309A,R140,00-00-02,EMR,IND,12/30/2022,00:00:00,REGULAR,3044887,2143213
N309A,R140,00-00-02,EMR,IND,12/30/2022,04:00:00,REGULAR,3044887,2143216
N309A,R140,00-00-02,EMR,IND,12/30/2022,08:00:00,REGULAR,3044891,2143234
N309A,R140,00-00-02,EMR,IND,12/30/2022,12:00:00,REGULAR,3044916,2143263
N309A,R140,00-00-02,EMR,IND,12/30/2022,16:00:00,REGULAR,3044961,2143298
N309A,R140,00-00-02,EMR,IND,12/30/2022,20:00:00,REGULAR,3044987,2143364
N309A,R140,00-00-03,EMR,IND,12/30/2022,00:00:00,REGULAR,7972284,5549399
N309A,R140,00-00-03,EMR,IND,12/30/2022,04:00:00,REGULAR,7972284,5549402
N309A,R140,00-00-03,EMR,IND,12/30/2022,08:00:00,REGULAR,7972289,5549420
N309A,R140,00-00-03,EMR,IND,12/30/2022,12:00:00,REGULAR,7972311,5549446
N309A,R140,00-00-03,EMR,IND,12/30/2022,16:00:00,REGULAR,7972339,5549501
N309A,R140,00-00-03,EMR,IND,12/30/2022,20:00:00,REGULAR,7972357,5549611
N309A,R140,00-00-04,EMR,IND,12/30/2022,00:00:00,REGULAR,454624,1436130
N309A,R140,00-00-04,EMR,IND,12/30/2022,04:00:00,REGULAR,454624,1436134
N309A,R140,00-00-04,EMR,IND,12/30/2022,08:00:00,REGULAR,454630,1436157
N309A,R140,00-00-04,EMR,IND,12/30/2022,12:00:00,REGULAR,454655,1436195
N309A,R140,00-00-04,EMR,IND,12/30/2022,16:00:00,REGULAR,454684,1436263
N309A,R140,00-00-04,EMR,IND,12/30/2022,20:00:00,REGULAR,454694,1436378
N309A,R140,00-02-00,EMR,IND,12/30/2022,00:00:00,REGULAR,51848597,17451726
N309A,R140,00-02-00,EMR,IND,12/30/2022,04:00:00,REGULAR,51848597,17451726
N309A,R140,00-02-00,EMR,IND,12/30/2022,08:00:00,REGULAR,51848607,17451734
N309A,R140,00-02-00,EMR,IND,12/30/2022,12:00:00,REGULAR,51848642,17451763
N309A,R140,00-02-00,EMR,IND,12/30/2022,16:00:00,REGULAR,51848682,17451791
N309A,R140,00-02-00,EMR,IND,12/30/2022,20:00:00,REGULAR,51848712,17451842
N309A,R140,00-02-01,EMR,IND,12/30/2022,00:00:00,REGULAR,531274,117851
N309A,R140,00-02-01,EMR,IND,12/30/2022,04:00:00,REGULAR,531274,117852
N309A,R140,00-02-01,EMR,IND,12/30/2022,08:00:00,REGULAR,531278,117865
N309A,R140,00-02-01,EMR,IND,12/30/2022,12:00:00,REGULAR,531304,117884
N309A,R140,00-02-01,EMR,IND,12/30/2022,16:00:00,REGULAR,531343,117915
N309A,R140,00-02-01,EMR,IND,12/30/2022,20:00:00,REGULAR,531380,117962
N309A,R140,00-02-02,EMR,IND,12/30/2022,00:00:00,REGULAR,394795,3862
N309A,R140,00-02-02,EMR,IND,12/30/2022,04:00:00,REGULAR,394796,3864
N309A,R140,00-02-02,EMR,IND,12/30/2022,08:00:00,REGULAR,394814,3901
N309A,R140,00-02-02,EMR,IND,12/30/2022,12:00:00,REGULAR,394855,3951
N309A,R140,00-02-02,EMR,IND,12/30/2022,16:00:00,REGULAR,394908,4020
N309A,R140,00-02-02,EMR,IND,12/30/2022,20:00:00,REGULAR,394941,4156
N309A,R140,00-03-00,EMR,IND,12/30/2022,00:00:00,REGULAR,168509,960778
N309A,R140,00-03-00,EMR,IND,12/30/2022,04:00:00,REGULAR,168509,960779
N309A,R140,00-03-00,EMR,IND,12/30/2022,08:00:00,REGULAR,168512,960791
N309A,R140,00-03-00,EMR,IND,12/30/2022,12:00:00,REGULAR,168525,960814
N309A,R140,00-03-00,EMR,IND,12/30/2022,16:00:00,REGULAR,168548,960844
N309A,R140,00-03-00,EMR,IND,12/30/2022,20:00:00,REGULAR,168553,960888
N309A,R140,00-03-01,EMR,IND,12/30/2022,00:00:00,REGULAR,252288,795053
N309A,R140,00-03-01,EMR,IND,12/30/2022,04:00:00,REGULAR,252288,795054
N309A,R140,00-03-01,EMR,IND,12/30/2022,08:00:00,REGULAR,252288,795065
N309A,R140,00-03-01,EMR,IND,12/30/2022,12:00:00,REGULAR,252310,795094
N309A,R140,00-03-01,EMR,IND,12/30/2022,16:00:00,REGULAR,252325,795129
N309A,R140,00-03-01,EMR,IND,12/30/2022,20:00:00,REGULAR,252337,795185
N309A,R140,00-03-02,EMR,IND,12/30/2022,00:00:00,REGULAR,97227,103232
N309A,R140,00-03-02,EMR,IND,12/30/2022,04:00:00,REGULAR,97227,103233
N309A,R140,00-03-02,EMR,IND,12/30/2022,08:00:00,REGULAR,97229,103239
N309A,R140,00-03-02,EMR,IND,12/30/2022,12:00:00,REGULAR,97255,103259
N309A,R140,00-03-02,EMR,IND,12/30/2022,16:00:00,REGULAR,97279,103274
N309A,R140,00-03-02,EMR,IND,12/30/2022,20:00:00,REGULAR,97308,103304
N309A,R140,00-05-00,EMR,IND,12/30/2022,00:00:00,REGULAR,14005,0
N309A,R140,00-05-00,EMR,IND,12/30/2022,04:00:00,REGULAR,14005,0
N309A,R140,00-05-00,EMR,IND,12/30/2022,08:00:00,REGULAR,14005,0
N309A,R140,00-05-00,EMR,IND,12/30/2022,12:00:00,REGULAR,14007,0
N309A,R140,00-05-00,EMR,IND,12/30/2022,16:00:00,REGULAR,14008,0
N309A,R140,00-05-00,EMR,IND,12/30/2022,20:00:00,REGULAR,14015,0
N309A,R140,00-05-01,EMR,IND,12/30/2022,00:00:00,REGULAR,0,1140
N309A,R140,00-05-01,EMR,IND,12/30/2022,04:00:00,REGULAR,0,1140
N309A,R140,00-05-01,EMR,IND,12/30/2022,08:00:00,REGULAR,0,1140
N309A,R140,00-05-01,EMR,IND,12/30/2022,12:00:00,REGULAR,0,1140
N309A,R140,00-05-01,EMR,IND,12/30/2022,16:00:00,REGULAR,0,1140
N309A,R140,00-05-01,EMR,IND,12/30/2022,20:00:00,REGULAR,0,1140
N309A,R140,00-05-02,EMR,IND,12/30/2022,00:00:00,REGULAR,2626,0
N309A,R140,00-05-02,EMR,IND,12/30/2022,04:00:00,REGULAR,2626,0
N309A,R140,00-05-02,EMR,IND,12/30/2022,08:00:00,REGULAR,2626,0
N309A,R140,00-05-02,EMR,IND,12/30/2022,12:00:00,REGULAR,2626,0
N309A,R140,00-05-02,EMR,IND,12/30/2022,16:00:00,REGULAR,2626,0
N309A,R140,00-05-02,EMR,IND,12/30/2022,20:00:00,REGULAR,2626,0
N309A,R140,00-05-03,EMR,IND,12/30/2022,00:00:00,REGULAR,0,703
N309A,R140,00-05-03,EMR,IND,12/30/2022,04:00:00,REGULAR,0,703
N309A,R140,00-05-03,EMR,IND,12/30/2022,08:00:00,REGULAR,0,703
N309A,R140,00-05-03,EMR,IND,12/30/2022,12:00:00,REGULAR,0,703
N309A,R140,00-05-03,EMR,IND,12/30/2022,16:00:00,REGULAR,0,703
N309A,R140,00-05-03,EMR,IND,12/30/2022,20:00:00,REGULAR,0,703
N309A,R140,00-06-00,EMR,IND,12/30/2022,00:00:00,REGULAR,8100192,1366865
N309A,R140,00-06-00,EMR,IND,12/30/2022,04:00:00,REGULAR,8100192,1366867
N309A,R140,00-06-00,EMR,IND,12/30/2022,08:00:00,REGULAR,8100193,1366916
N309A,R140,00-06-00,EMR,IND,12/30/2022,12:00:00,REGULAR,8100205,1366995
N309A,R140,00-06-00,EMR,IND,12/30/2022,16:00:00,REGULAR,8100230,1367042
N309A,R140,00-06-00,EMR,IND,12/30/2022,20:00:00,REGULAR,8100252,1367135
N309A,R140,00-06-01,EMR,IND,12/30/2022,00:00:00,REGULAR,2419129,1580448
N309A,R140,00-06-01,EMR,IND,12/30/2022,04:00:00,REGULAR,2419134,1580448
N309A,R140,00-06-01,EMR,IND,12/30/2022,08:00:00,REGULAR,2419150,1580495
N309A,R140,00-06-01,EMR,IND,12/30/2022,12:00:00,REGULAR,2419203,1580530
N309A,R140,00-06-01,EMR,IND,12/30/2022,16:00:00,REGULAR,2419283,1580577
N309A,R140,00-06-01,EMR,IND,12/30/2022,20:00:00,REGULAR,2419368,1580608
N309A,R140,00-06-02,EMR,IND,12/30/2022,00:00:00,REGULAR,1549331,1791552
N309A,R140,00-06-02,EMR,IND,12/30/2022,04:00:00,REGULAR,1549331,1791555
N309A,R140,00-06-02,EMR,IND,12/30/2022,08:00:00,REGULAR,1549334,1791565
N309A,R140,00-06-02,EMR,IND,12/30/2022,12:00:00,REGULAR,1549339,1791581
N309A,R140,00-06-02,EMR,IND,12/30/2022,16:00:00,REGULAR,1549370,1791650
N309A,R140,00-06-02,EMR,IND,12/30/2022,20:00:00,REGULAR,1549431,1791769
N309A,R140,00-06-03,EMR,IND,12/30/2022,00:00:00,REGULAR,86554,371464
N309A,R140,00-06-03,EMR,IND,12/30/2022,04:00:00,REGULAR,86554,371465
N309A,R140,00-06-03,EMR,IND,12/30/2022,08:00:00,REGULAR,86554,371465
N309A,R140,00-06-03,EMR,IND,12/30/2022,12:00:00,REGULAR,86556,371466
N309A,R140,00-06-03,EMR,IND,12/30/2022,16:00:00,REGULAR,86556,371466
N309A,R140,00-06-03,EMR,IND,12/30/2022,20:00:00,REGULAR,86556,371466
N310,R140,01-00-00,EMR,IND,12/30/2022,00:00:00,REGULAR,2188150,3076076
N310,R140,01-00-00,EMR,IND,12/30/2022,04:00:00,REGULAR,2188150,3076078
N310,R140,01-00-00,EMR,IND,12/30/2022,08:00:00,REGULAR,2188176,3076150
N310,R140,01-00-00,EMR,IND,12/30/2022,12:00:00,REGULAR,2188249,3076250
N310,R140,01-00-00,EMR,IND,12/30/2022,16:00:00,REGULAR,2188355,3076382
N310,R140,01-00-00,EMR,IND,12/30/2022,20:00:00,REGULAR,2188437,3076541
N310,R140,01-00-01,EMR,IND,12/30/2022,00:00:00,REGULAR,262419,223716
N310,R140,01-00-01,EMR,IND,12/30/2022,04:00:00,REGULAR,262419,223716
N310,R140,01-00-01,EMR,IND,12/30/2022,08:00:00,REGULAR,262434,223741
N310,R140,01-00-01,EMR,IND,12/30/2022,12:00:00,REGULAR,262482,223759
N310,R140,01-00-01,EMR,IND,12/30/2022,16:00:00,REGULAR,262544,223814
N310,R140,01-00-01,EMR,IND,12/30/2022,20:00:00,REGULAR,262584,223894
N310,R140,01-00-02,EMR,IND,12/30/2022,00:00:00,REGULAR,5482070,2314328
N310,R140,01-00-02,EMR,IND,12/30/2022,04:00:00,REGULAR,5482071,2314329
N310,R140,01-00-02,EMR,IND,12/30/2022,08:00:00,REGULAR,5482094,2314363
N310,R140,01-00-02,EMR,IND,12/30/2022,12:00:00,REGULAR,5482171,2314408
N310,R140,01-00-02,EMR,IND,12/30/2022,16:00:00,REGULAR,5482246,2314458
N310,R140,01-00-02,EMR,IND,12/30/2022,20:00:00,REGULAR,5482305,2314522
N310,R140,01-06-00,EMR,IND,12/30/2022,00:00:00,REGULAR,1055424,564897
N310,R140,01-06-00,EMR,IND,12/30/2022,04:00:00,REGULAR,1055424,564898
N310,R140,01-06-00,EMR,IND,12/30/2022,08:00:00,REGULAR,1055436,564935
N310,R140,01-06-00,EMR,IND,12/30/2022,12:00:00,REGULAR,1055476,565008
N310,R140,01-06-00,EMR,IND,12/30/2022,16:00:00,REGULAR,1055513,565066
N310,R140,01-06-00,EMR,IND,12/30/2022,20:00:00,REGULAR,1055541,565104
N310,R140,01-06-01,EMR,IND,12/30/2022,00:00:00,REGULAR,539559,1193712
N310,R140,01-06-01,EMR,IND,12/30/2022,04:00:00,REGULAR,539559,1193712
N310,R140,01-06-01,EMR,IND,12/30/2022,08:00:00,REGULAR,539565,1193715
N310,R140,01-06-01,EMR,IND,12/30/2022,12:00:00,REGULAR,539589,1193719
N310,R140,01-06-01,EMR,IND,12/30/2022,16:00:00,REGULAR,539599,1193726
N310,R140,01-06-01,EMR,IND,12/30/2022,20:00:00,REGULAR,539608,1193735
N311,R339,01-00-00,MR,IND,12/30/2022,00:00:00,REGULAR,1694638,414933
N311,R339,01-00-00,MR,IND,12/30/2022,04:00:00,REGULAR,1694639,414934
N311,R339,01-00-00,MR,IND,12/30/2022,08:00:00,REGULAR,1694641,414940
N311,R339,01-00-00,MR,IND,12/30/2022,12:00:00,REGULAR,1694662,414953
N311,R339,01-00-00,MR,IND,12/30/2022,16:00:00,REGULAR,1694713,414972
N311,R339,01-00-00,MR,IND,12/30/2022,20:00:00,REGULAR,1694804,414989
N311,R339,01-00-01,MR,IND,12/30/2022,00:00:00,REGULAR,722847,669511
N311,R339,01-00-01,MR,IND,12/30/2022,04:00:00,REGULAR,722847,669514
N311,R339,01-00-01,MR,IND,12/30/2022,08:00:00,REGULAR,722852,669521
N311,R339,01-00-01,MR,IND,12/30/2022,12:00:00,REGULAR,722860,669541
N311,R339,01-00-01,MR,IND,12/30/2022,16:00:00,REGULAR,722886,669549
N311,R339,01-00-01,MR,IND,12/30/2022,20:00:00,REGULAR,722933,669561
N311,R339,01-00-02,MR,IND,12/30/2022,00:00:00,REGULAR,357343,1860553
N311,R339,01-00-02,MR,IND,12/30/2022,04:00:00,REGULAR,357344,1860557
N311,R339,01-00-02,MR,IND,12/30/2022,08:00:00,REGULAR,357344,1860578
N311,R339,01-00-02,MR,IND,12/30/2022,12:00:00,REGULAR,357348,1860634
N311,R339,01-00-02,MR,IND,12/30/2022,16:00:00,REGULAR,357356,1860668
N311,R339,01-00-02,MR,IND,12/30/2022,20:00:00,REGULAR,357383,1860709
N311,R339,01-06-00,MR,IND,12/30/2022,00:00:00,REGULAR,101333402,266089
N311,R339,01-06-00,MR,IND,12/30/2022,04:00:00,REGULAR,101333408,266094
N311,R339,01-06-00,MR,IND,12/30/2022,08:00:00,REGULAR,101333413,266101
N311,R339,01-06-00,MR,IND,12/30/2022,12:00:00,REGULAR,101333450,266109
N311,R339,01-06-00,MR,IND,12/30/2022,16:00:00,REGULAR,101333522,266119
N311,R339,01-06-00,MR,IND,12/30/2022,20:00:00,REGULAR,101333587,266145
N312,R339,00-00-00,MR,IND,12/30/2022,00:00:00,REGULAR,1073200141,41594
N312,R339,00-00-00,MR,IND,12/30/2022,04:00:00,REGULAR,1073200140,41593
N312,R339,00-00-00,MR,IND,12/30/2022,08:00:00,REGULAR,1073200129,41519
N312,R339,00-00-00,MR,IND,12/30/2022,12:00:00,REGULAR,1073200089,41360
N312,R339,00-00-00,MR,IND,12/30/2022,16:00:00,REGULAR,1073200047,41286
N312,R339,00-00-00,MR,IND,12/30/2022,20:00:00,REGULAR,1073199986,41207
N312,R339,00-00-01,MR,IND,12/30/2022,00:00:00,REGULAR,683170,429845
N312,R339,00-00-01,MR,IND,12/30/2022,04:00:00,REGULAR,683171,429849
N312,R339,00-00-01,MR,IND,12/30/2022,08:00:00,REGULAR,683182,429878
N312,R339,00-00-01,MR,IND,12/30/2022,12:00:00,REGULAR,683223,429953
N312,R339,00-00-01,MR,IND,12/30/2022,16:00:00,REGULAR,683257,429991
N312,R339,00-00-01,MR,IND,12/30/2022,20:00:00,REGULAR,683287,430012
N312,R339,00-00-02,MR,IND,12/30/2022,00:00:00,REGULAR,1410793,861309
N312,R339,00-00-02,MR,IND,12/30/2022,04:00:00,REGULAR,1410794,861312
N312,R339,00-00-02,MR,IND,12/30/2022,08:00:00,REGULAR,1410811,861365
N312,R339,00-00-02,MR,IND,12/30/2022,12:00:00,REGULAR,1410870,861491
N312,R339,00-00-02,MR,IND,12/30/2022,16:00:00,REGULAR,1410924,861555
N312,R339,00-00-02,MR,IND,12/30/2022,20:00:00,REGULAR,1410982,861607
N312,R339,00-03-00,MR,IND,12/30/2022,00:00:00,REGULAR,1158007,335125
N312,R339,00-03-00,MR,IND,12/30/2022,04:00:00,REGULAR,1158007,335129
N312,R339,00-03-00,MR,IND,12/30/2022,08:00:00,REGULAR,1158031,335152
N312,R339,00-03-00,MR,IND,12/30/2022,12:00:00,REGULAR,1158136,335194
N312,R339,00-03-00,MR,IND,12/30/2022,16:00:00,REGULAR,1158183,335212
N312,R339,00-03-00,MR,IND,12/30/2022,20:00:00,REGULAR,1158216,335235
N312,R339,00-06-00,MR,IND,12/30/2022,00:00:00,REGULAR,73337,105278
N312,R339,00-06-00,MR,IND,12/30/2022,04:00:00,REGULAR,73337,105280
N312,R339,00-06-00,MR,IND,12/30/2022,08:00:00,REGULAR,73341,105287
N312,R339,00-06-00,MR,IND,12/30/2022,12:00:00,REGULAR,73350,105310
N312,R339,00-06-00,MR,IND,12/30/2022,16:00:00,REGULAR,73377,105359
N312,R339,00-06-00,MR,IND,12/30/2022,20:00:00,REGULAR,73424,105410
N314,R238,01-00-00,MR,IND,12/30/2022,03:00:00,REGULAR,3996402,1585622
N314,R238,01-00-00,MR,IND,12/30/2022,07:00:00,REGULAR,3996431,1585648
N314,R238,01-00-00,MR,IND,12/30/2022,11:00:00,REGULAR,3996546,1585712
N314,R238,01-00-00,MR,IND,12/30/2022,15:00:00,REGULAR,3996667,1585778
N314,R238,01-00-00,MR,IND,12/30/2022,19:00:00,REGULAR,3996819,1585907
N314,R238,01-00-00,MR,IND,12/30/2022,23:00:00,REGULAR,3996909,1585980
N314,R238,01-00-01,MR,IND,12/30/2022,03:00:00,REGULAR,1780846,902331
N314,R238,01-00-01,MR,IND,12/30/2022,07:00:00,REGULAR,1780858,902341
N314,R238,01-00-01,MR,IND,12/30/2022,11:00:00,REGULAR,1780920,902367
N314,R238,01-00-01,MR,IND,12/30/2022,15:00:00,REGULAR,1780996,902409
N314,R238,01-00-01,MR,IND,12/30/2022,19:00:00,REGULAR,1781082,902516
N314,R238,01-00-01,MR,IND,12/30/2022,23:00:00,REGULAR,1781127,902569
N314,R238,01-00-02,MR,IND,12/30/2022,03:00:00,REGULAR,5319587,4399813
N314,R238,01-00-02,MR,IND,12/30/2022,07:00:00,REGULAR,5319603,4399829
N314,R238,01-00-02,MR,IND,12/30/2022,11:00:00,REGULAR,5319689,4399879
N314,R238,01-00-02,MR,IND,12/30/2022,15:00:00,REGULAR,5319767,4399979
N314,R238,01-00-02,MR,IND,12/30/2022,19:00:00,REGULAR,5319854,4400146
N314,R238,01-00-02,MR,IND,12/30/2022,23:00:00,REGULAR,5319887,4400250
N314,R238,01-03-00,MR,IND,12/30/2022,03:00:00,REGULAR,7614778,8224115
N314,R238,01-03-00,MR,IND,12/30/2022,07:00:00,REGULAR,7614790,8224121
N314,R238,01-03-00,MR,IND,12/30/2022,11:00:00,REGULAR,7614851,8224158
N314,R238,01-03-00,MR,IND,12/30/2022,15:00:00,REGULAR,7614908,8224274
N314,R238,01-03-00,MR,IND,12/30/2022,19:00:00,REGULAR,7615007,8224465
N314,R238,01-03-00,MR,IND,12/30/2022,23:00:00,REGULAR,7615045,8224617
N314,R238,01-06-00,MR,IND,12/30/2022,03:00:00,REGULAR,11518360,4328509
N314,R238,01-06-00,MR,IND,12/30/2022,07:00:00,REGULAR,11518377,4328522
N314,R238,01-06-00,MR,IND,12/30/2022,11:00:00,REGULAR,11518435,4328578
N314,R238,01-06-00,MR,IND,12/30/2022,15:00:00,REGULAR,11518489,4328632
N314,R238,01-06-00,MR,IND,12/30/2022,19:00:00,REGULAR,11518539,4328743
N314,R238,01-06-00,MR,IND,12/30/2022,23:00:00,REGULAR,11518560,4328794
N315,R238,00-00-00,MR,IND,12/30/2022,03:00:00,REGULAR,5376766,8869868
N315,R238,00-00-00,MR,IND,12/30/2022,07:00:00,REGULAR,5376808,8869911
N315,R238,00-00-00,MR,IND,12/30/2022,11:00:00,REGULAR,5376938,8870221
N315,R238,00-00-00,MR,IND,12/30/2022,15:00:00,REGULAR,5377095,8870700
N315,R238,00-00-00,MR,IND,12/30/2022,19:00:00,REGULAR,5377306,8871454
N315,R238,00-00-00,MR,IND,12/30/2022,23:00:00,REGULAR,5377432,8871966
N315,R238,00-00-01,MR,IND,12/30/2022,03:00:00,REGULAR,17475049,15156730
N315,R238,00-00-01,MR,IND,12/30/2022,07:00:00,REGULAR,17475079,15156769
N315,R238,00-00-01,MR,IND,12/30/2022,11:00:00,REGULAR,17475178,15156965
N315,R238,00-00-01,MR,IND,12/30/2022,15:00:00,REGULAR,17475346,15157232
N315,R238,00-00-01,MR,IND,12/30/2022,19:00:00,REGULAR,17475554,15157603
N315,R238,00-00-01,MR,IND,12/30/2022,23:00:00,REGULAR,17475646,15157814
N315,R238,00-00-02,MR,IND,12/30/2022,03:00:00,REGULAR,9439567,3845446
N315,R238,00-00-02,MR,IND,12/30/2022,07:00:00,REGULAR,9439606,3845470
N315,R238,00-00-02,MR,IND,12/30/2022,11:00:00,REGULAR,9439732,3845615
N315,R238,00-00-02,MR,IND,12/30/2022,15:00:00,REGULAR,9439934,3845766
N315,R238,00-00-02,MR,IND,12/30/2022,19:00:00,REGULAR,9440133,3845991
N315,R238,00-00-02,MR,IND,12/30/2022,23:00:00,REGULAR,9440239,3846097
N315,R238,00-00-03,MR,IND,12/30/2022,03:00:00,REGULAR,8223213,7399175
N315,R238,00-00-03,MR,IND,12/30/2022,07:00:00,REGULAR,8223250,7399206
N315,R238,00-00-03,MR,IND,12/30/2022,11:00:00,REGULAR,8223405,7399329
N315,R238,00-00-03,MR,IND,12/30/2022,15:00:00,REGULAR,8223601,7399460
N315,R238,00-00-03,MR,IND,12/30/2022,19:00:00,REGULAR,8223807,7399630
N315,R238,00-00-03,MR,IND,12/30/2022,23:00:00,REGULAR,8223873,7399695
N316,R267,00-00-00,MR,IND,12/30/2022,00:00:00,REGULAR,417530,442548
N316,R267,00-00-00,MR,IND,12/30/2022,04:00:00,REGULAR,417530,442567
N316,R267,00-00-00,MR,IND,12/30/2022,08:00:00,REGULAR,417575,442611
N316,R267,00-00-00,MR,IND,12/30/2022,12:00:00,REGULAR,417697,442717
N316,R267,00-00-00,MR,IND,12/30/2022,16:00:00,REGULAR,417790,442837
N316,R267,00-00-00,MR,IND,12/30/2022,20:00:00,REGULAR,417832,442977
N316,R267,00-00-01,MR,IND,12/30/2022,00:00:00,REGULAR,561089,387191
N316,R267,00-00-01,MR,IND,12/30/2022,04:00:00,REGULAR,561091,387192
N316,R267,00-00-01,MR,IND,12/30/2022,08:00:00,REGULAR,561129,387209
